# Renewables.ninja Weather (Point API) - -32.584, 26.601 - Version: 1.0 - License: https://science.nasa.gov/earth-science/earth-science-data/data-information-policy - Reference: https://www.renewables.ninja/
# Units: time in UTC, local_time in Africa/Johannesburg, t2m in ºC, prectotland in mm/h, swgdn in W/m², swtdn in W/m², cldtot in fraction
# {"units": {"time": "UTC", "local_time": "Africa/Johannesburg", "t2m": "\u00baC", "prectotland": "mm/h", "swgdn": "W/m\u00b2", "swtdn": "W/m\u00b2", "cldtot": "fraction"}, "params": {"local_time": true, "header": true, "lat": "-32.58408641596155", "lon": "26.60120807735355", "date_from": "2019-01-01", "date_to": "2019-12-31", "dataset": "merra2", "var_t2m": true, "var_prectotland": true, "var_precsnoland": false, "var_snomas": false, "var_rhoa": false, "var_swgdn": true, "var_swtdn": true, "var_cldtot": true}}
time,local_time,t2m,prectotland,swgdn,swtdn,cldtot
2019-07-25 17:00,2019-07-25 19:00,9.454,0,0,0,0
2019-07-25 18:00,2019-07-25 20:00,9.601,0,0,0,0
2019-07-25 19:00,2019-07-25 21:00,8.365,0,0,0,0
2019-07-25 20:00,2019-07-25 22:00,6.891,0,0,0,0
2019-07-25 21:00,2019-07-25 23:00,5.918,0,0,0,0.002
2019-07-25 22:00,2019-07-26 00:00,5.240,0,0,0,0.013
2019-07-25 23:00,2019-07-26 01:00,4.687,0,0,0,0.045
2019-07-26 00:00,2019-07-26 02:00,4.163,0,0,0,0.057
2019-07-26 01:00,2019-07-26 03:00,3.739,0,0,0,0.028
2019-07-26 02:00,2019-07-26 04:00,3.464,0,0,0,0.031
2019-07-26 03:00,2019-07-26 05:00,3.353,0,0,0,0.068
2019-07-26 04:00,2019-07-26 06:00,3.479,0,0,0,0.190
2019-07-26 05:00,2019-07-26 07:00,4.534,0,51.250,104.435,0.299
2019-07-26 06:00,2019-07-26 08:00,8.541,0,218.663,346.675,0.348
2019-07-26 07:00,2019-07-26 09:00,11.580,0,396.739,550.661,0.556
2019-07-26 08:00,2019-07-26 10:00,14.821,0,528.864,700.880,0.652
2019-07-26 09:00,2019-07-26 11:00,17.833,0,611.700,787.001,0.523
2019-07-26 10:00,2019-07-26 12:00,19.811,0,634.366,803.315,0.310
2019-07-26 11:00,2019-07-26 13:00,21.026,0,589.984,748.671,0.151
2019-07-26 12:00,2019-07-26 14:00,21.502,0,483.079,626.752,0.066
2019-07-26 13:00,2019-07-26 15:00,21.078,0,326.369,445.955,0.024
2019-07-26 14:00,2019-07-26 16:00,18.375,0,139.988,218.394,0.004
2019-07-26 15:00,2019-07-26 17:00,14.792,0,7.053,16.506,0
2019-07-26 16:00,2019-07-26 18:00,12.207,0,0,0,0
2019-07-26 17:00,2019-07-26 19:00,10.243,0,0,0,0
2019-07-26 18:00,2019-07-26 20:00,8.928,0,0,0,0
2019-07-26 19:00,2019-07-26 21:00,8.402,0,0,0,0
2019-07-26 20:00,2019-07-26 22:00,8.228,0,0,0,0
2019-07-26 21:00,2019-07-26 23:00,8.213,0,0,0,0
2019-07-26 22:00,2019-07-27 00:00,8.190,0,0,0,0
2019-07-26 23:00,2019-07-27 01:00,8.131,0,0,0,0
2019-07-27 00:00,2019-07-27 02:00,8.018,0,0,0,0
2019-07-27 01:00,2019-07-27 03:00,7.881,0,0,0,0
2019-07-27 02:00,2019-07-27 04:00,7.692,0,0,0,0
2019-07-27 03:00,2019-07-27 05:00,7.532,0,0,0,0
2019-07-27 04:00,2019-07-27 06:00,7.535,0,0,0,0
2019-07-27 05:00,2019-07-27 07:00,8.321,0,58.045,107.202,0
2019-07-27 06:00,2019-07-27 08:00,11.248,0,236.443,350.108,0
2019-07-27 07:00,2019-07-27 09:00,15.547,0,410.752,554.411,0
2019-07-27 08:00,2019-07-27 10:00,20.200,0,544.278,704.880,0
2019-07-27 09:00,2019-07-27 11:00,23.281,0,623.907,791.251,0
2019-07-27 10:00,2019-07-27 12:00,24.579,0,635.819,807.565,0
2019-07-27 11:00,2019-07-27 13:00,24.970,0,585.081,752.812,0
2019-07-27 12:00,2019-07-27 14:00,24.824,0,475.787,630.734,0
2019-07-27 13:00,2019-07-27 15:00,23.707,0,315.198,449.476,0
2019-07-27 14:00,2019-07-27 16:00,19.097,0,130.481,221.644,0
2019-07-27 15:00,2019-07-27 17:00,14.400,0,6.321,17.567,0
2019-07-27 16:00,2019-07-27 18:00,12.789,0,0,0,0
2019-07-27 17:00,2019-07-27 19:00,12.504,0,0,0,0
2019-07-27 18:00,2019-07-27 20:00,12.726,0,0,0,0
2019-07-27 19:00,2019-07-27 21:00,12.818,0,0,0,0
2019-07-27 20:00,2019-07-27 22:00,12.528,0,0,0,0
2019-07-27 21:00,2019-07-27 23:00,12.134,0,0,0,0
2019-07-27 22:00,2019-07-28 00:00,11.856,0,0,0,0.002
2019-07-27 23:00,2019-07-28 01:00,11.696,0,0,0,0.012
2019-07-28 00:00,2019-07-28 02:00,11.551,0,0,0,0.021
2019-07-28 01:00,2019-07-28 03:00,11.379,0,0,0,0.056
2019-07-28 02:00,2019-07-28 04:00,11.205,0,0,0,0.120
2019-07-28 03:00,2019-07-28 05:00,11.116,0,0,0,0.185
2019-07-28 04:00,2019-07-28 06:00,11.017,0,0,0,0.251
2019-07-28 05:00,2019-07-28 07:00,11.375,0,41.689,110.051,0.238
2019-07-28 06:00,2019-07-28 08:00,13.398,0,188.672,353.620,0.154
2019-07-28 07:00,2019-07-28 09:00,16.934,0,363.499,558.203,0.206
2019-07-28 08:00,2019-07-28 10:00,20.885,0,499.294,708.880,0.462
2019-07-28 09:00,2019-07-28 11:00,23.862,0,578.680,795.384,0.454
2019-07-28 10:00,2019-07-28 12:00,25.451,0,603.086,811.815,0.211
2019-07-28 11:00,2019-07-28 13:00,26.151,0,555.702,756.921,0.057
2019-07-28 12:00,2019-07-28 14:00,26.105,0,447.308,634.643,0.001
2019-07-28 13:00,2019-07-28 15:00,25.088,0,294.876,453.226,0
2019-07-28 14:00,2019-07-28 16:00,21.239,0,121.928,224.961,0.001
2019-07-28 15:00,2019-07-28 17:00,16.624,0,6.313,18.699,0.001
2019-07-28 16:00,2019-07-28 18:00,15.540,0,0,0,0
2019-07-28 17:00,2019-07-28 19:00,15.390,0,0,0,0
2019-07-28 18:00,2019-07-28 20:00,15.282,0,0,0,0
2019-07-28 19:00,2019-07-28 21:00,15.020,0,0,0,0
2019-07-28 20:00,2019-07-28 22:00,14.610,0,0,0,0
2019-07-28 21:00,2019-07-28 23:00,14.140,0,0,0,0
2019-07-28 22:00,2019-07-29 00:00,13.668,0,0,0,0
2019-07-28 23:00,2019-07-29 01:00,13.244,0,0,0,0.022
2019-07-29 00:00,2019-07-29 02:00,12.853,0,0,0,0.105
2019-07-29 01:00,2019-07-29 03:00,12.447,0,0,0,0.130
2019-07-29 02:00,2019-07-29 04:00,12.060,0,0,0,0.096
2019-07-29 03:00,2019-07-29 05:00,11.690,0,0,0,0.036
2019-07-29 04:00,2019-07-29 06:00,11.344,0,0,0,0
2019-07-29 05:00,2019-07-29 07:00,11.558,0,57.781,113.011,0
2019-07-29 06:00,2019-07-29 08:00,13.962,0,235.548,357.141,0
2019-07-29 07:00,2019-07-29 09:00,17.860,0,409.023,562.180,0
2019-07-29 08:00,2019-07-29 10:00,21.930,0,542.126,713.130,0
2019-07-29 09:00,2019-07-29 11:00,25.001,0,621.385,799.751,0
2019-07-29 10:00,2019-07-29 12:00,26.827,0,636.661,816.065,0
2019-07-29 11:00,2019-07-29 13:00,27.486,0,587.886,761.171,0
2019-07-29 12:00,2019-07-29 14:00,27.311,0,478.015,638.752,0
2019-07-29 13:00,2019-07-29 15:00,26.205,0,322.590,456.976,0
2019-07-29 14:00,2019-07-29 16:00,22.214,0,139.508,228.369,0
2019-07-29 15:00,2019-07-29 17:00,16.958,0,7.999,19.877,0
2019-07-29 16:00,2019-07-29 18:00,15.537,0,0,0,0
2019-07-29 17:00,2019-07-29 19:00,15.111,0,0,0,0
2019-07-29 18:00,2019-07-29 20:00,14.811,0,0,0,0
2019-07-29 19:00,2019-07-29 21:00,14.404,0,0,0,0
2019-07-29 20:00,2019-07-29 22:00,13.731,0,0,0,0
2019-07-29 21:00,2019-07-29 23:00,13.217,0,0,0,0
2019-07-29 22:00,2019-07-30 00:00,13.081,0,0,0,0.029
2019-07-29 23:00,2019-07-30 01:00,12.886,0,0,0,0.367
2019-07-30 00:00,2019-07-30 02:00,12.667,0,0,0,0.443
2019-07-30 01:00,2019-07-30 03:00,12.515,0,0,0,0.151
2019-07-30 02:00,2019-07-30 04:00,12.013,0,0,0,0
2019-07-30 03:00,2019-07-30 05:00,11.424,0,0,0,0
2019-07-30 04:00,2019-07-30 06:00,10.729,0,0,0,0
2019-07-30 05:00,2019-07-30 07:00,10.323,0,55.006,116.062,0
2019-07-30 06:00,2019-07-30 08:00,12.125,0,223.683,360.879,0
2019-07-30 07:00,2019-07-30 09:00,15.421,0,389.953,566.180,0
2019-07-30 08:00,2019-07-30 10:00,18.110,0,516.723,717.380,0
2019-07-30 09:00,2019-07-30 11:00,19.872,0,607.291,804.043,0
2019-07-30 10:00,2019-07-30 12:00,21.128,0,619.357,820.565,0
2019-07-30 11:00,2019-07-30 13:00,21.888,0,572.679,765.463,0
2019-07-30 12:00,2019-07-30 14:00,21.984,0,474.851,642.776,0
2019-07-30 13:00,2019-07-30 15:00,21.268,0,326.806,460.793,0
2019-07-30 14:00,2019-07-30 16:00,19.294,0,147.355,231.840,0
2019-07-30 15:00,2019-07-30 17:00,14.306,0,9.401,21.131,0
2019-07-30 16:00,2019-07-30 18:00,11.827,0,0,0,0
2019-07-30 17:00,2019-07-30 19:00,10.457,0,0,0,0
2019-07-30 18:00,2019-07-30 20:00,9.319,0,0,0,0
2019-07-30 19:00,2019-07-30 21:00,8.396,0,0,0,0
2019-07-30 20:00,2019-07-30 22:00,7.682,0,0,0,0
2019-07-30 21:00,2019-07-30 23:00,7.149,0,0,0,0.001
2019-07-30 22:00,2019-07-31 00:00,6.719,0,0,0,0.001
2019-07-30 23:00,2019-07-31 01:00,6.354,0,0,0,0.001
2019-07-31 00:00,2019-07-31 02:00,5.983,0,0,0,0.002
2019-07-31 01:00,2019-07-31 03:00,5.532,0,0,0,0.002
2019-07-31 02:00,2019-07-31 04:00,5.124,0,0,0,0.003
2019-07-31 03:00,2019-07-31 05:00,4.678,0,0,0,0.003
2019-07-31 04:00,2019-07-31 06:00,4.219,0,0,0,0.004
2019-07-31 05:00,2019-07-31 07:00,5.170,0,69.206,119.224,0.005
2019-07-31 06:00,2019-07-31 08:00,8.064,0,257.378,364.584,0.005
2019-07-31 07:00,2019-07-31 09:00,10.488,0,432.599,570.203,0.004
2019-07-31 08:00,2019-07-31 10:00,12.535,0,565.270,721.649,0.003
2019-07-31 09:00,2019-07-31 11:00,14.164,0,640.018,808.543,0.004
2019-07-31 10:00,2019-07-31 12:00,15.286,0,653.157,825.065,0.003
2019-07-31 11:00,2019-07-31 13:00,15.895,0,603.513,769.963,0.003
2019-07-31 12:00,2019-07-31 14:00,15.969,0,492.876,647.026,0.006
2019-07-31 13:00,2019-07-31 15:00,15.429,0,334.380,464.747,0.014
2019-07-31 14:00,2019-07-31 16:00,13.935,0,147.143,235.384,0.016
2019-07-31 15:00,2019-07-31 17:00,9.541,0,9.707,22.437,0.004
2019-07-31 16:00,2019-07-31 18:00,7.676,0,0,0,0.003
2019-07-31 17:00,2019-07-31 19:00,6.578,0,0,0,0.003
2019-07-31 18:00,2019-07-31 20:00,5.797,0,0,0,0.033
2019-07-31 19:00,2019-07-31 21:00,5.361,0.001,0,0,0.265
2019-07-31 20:00,2019-07-31 22:00,5.752,0.005,0,0,0.530
2019-07-31 21:00,2019-07-31 23:00,6.097,0.007,0,0,0.670
2019-07-31 22:00,2019-08-01 00:00,6.058,0.009,0,0,0.708
2019-07-31 23:00,2019-08-01 01:00,5.899,0.010,0,0,0.713
2019-08-01 00:00,2019-08-01 02:00,5.735,0.010,0,0,0.704
2019-08-01 01:00,2019-08-01 03:00,5.507,0.010,0,0,0.659
2019-08-01 02:00,2019-08-01 04:00,5.140,0.008,0,0,0.613
2019-08-01 03:00,2019-08-01 05:00,4.823,0.006,0,0,0.594
2019-08-01 04:00,2019-08-01 06:00,4.617,0.004,0,0,0.604
2019-08-01 05:00,2019-08-01 07:00,5.213,0.003,41.586,122.485,0.580
2019-08-01 06:00,2019-08-01 08:00,6.862,0.002,167.890,368.391,0.502
2019-08-01 07:00,2019-08-01 09:00,8.836,0.001,330.131,574.453,0.238
2019-08-01 08:00,2019-08-01 10:00,11.778,0,534.074,726.130,0.042
2019-08-01 09:00,2019-08-01 11:00,14.142,0,629.377,813.134,0.020
2019-08-01 10:00,2019-08-01 12:00,15.990,0,653.930,829.583,0.003
2019-08-01 11:00,2019-08-01 13:00,17.374,0,608.480,774.463,0
2019-08-01 12:00,2019-08-01 14:00,18.247,0,500.006,651.411,0
2019-08-01 13:00,2019-08-01 15:00,18.373,0,342.554,468.747,0
2019-08-01 14:00,2019-08-01 16:00,16.650,0,154.547,239.015,0
2019-08-01 15:00,2019-08-01 17:00,12.234,0,10.744,23.816,0
2019-08-01 16:00,2019-08-01 18:00,9.892,0,0,0,0
2019-08-01 17:00,2019-08-01 19:00,8.700,0.003,0,0,0
2019-08-01 18:00,2019-08-01 20:00,7.771,0.006,0,0,0.002
2019-08-01 19:00,2019-08-01 21:00,7.249,0.004,0,0,0.016
2019-08-01 20:00,2019-08-01 22:00,7.033,0.002,0,0,0.010
2019-08-01 21:00,2019-08-01 23:00,6.904,0.001,0,0,0.010
2019-08-01 22:00,2019-08-02 00:00,6.821,0,0,0,0.003
2019-08-01 23:00,2019-08-02 01:00,6.853,0,0,0,0
2019-08-02 00:00,2019-08-02 02:00,7.020,0,0,0,0
2019-08-02 01:00,2019-08-02 03:00,7.166,0,0,0,0
2019-08-02 02:00,2019-08-02 04:00,7.305,0,0,0,0
2019-08-02 03:00,2019-08-02 05:00,7.508,0,0,0,0
2019-08-02 04:00,2019-08-02 06:00,7.685,0,0.001,0.005,0.021
2019-08-02 05:00,2019-08-02 07:00,8.409,0,54.380,125.863,0.138
2019-08-02 06:00,2019-08-02 08:00,10.903,0,200.955,372.287,0.215
2019-08-02 07:00,2019-08-02 09:00,14.618,0,342.828,578.703,0.259
2019-08-02 08:00,2019-08-02 10:00,18.297,0,451.294,730.630,0.295
2019-08-02 09:00,2019-08-02 11:00,20.715,0,513.582,817.793,0.340
2019-08-02 10:00,2019-08-02 12:00,22.435,0,527.284,834.333,0.364
2019-08-02 11:00,2019-08-02 13:00,23.397,0,483.372,779.054,0.403
2019-08-02 12:00,2019-08-02 14:00,23.630,0,377.331,655.776,0.467
2019-08-02 13:00,2019-08-02 15:00,23.032,0,235.638,472.814,0.526
2019-08-02 14:00,2019-08-02 16:00,20.494,0,94.677,242.730,0.548
2019-08-02 15:00,2019-08-02 17:00,16.034,0,6.404,25.261,0.549
2019-08-02 16:00,2019-08-02 18:00,14.530,0,0,0,0.536
2019-08-02 17:00,2019-08-02 19:00,13.014,0,0,0,0.582
2019-08-02 18:00,2019-08-02 20:00,11.512,0,0,0,0.541
2019-08-02 19:00,2019-08-02 21:00,10.204,0,0,0,0.493
2019-08-02 20:00,2019-08-02 22:00,9.076,0,0,0,0.404
2019-08-02 21:00,2019-08-02 23:00,8.155,0.005,0,0,0.410
2019-08-02 22:00,2019-08-03 00:00,7.649,0.017,0,0,0.517
2019-08-02 23:00,2019-08-03 01:00,7.559,0.028,0,0,0.563
2019-08-03 00:00,2019-08-03 02:00,7.613,0.039,0,0,0.680
2019-08-03 01:00,2019-08-03 03:00,7.613,0.042,0,0,0.780
2019-08-03 02:00,2019-08-03 04:00,7.458,0.033,0,0,0.840
2019-08-03 03:00,2019-08-03 05:00,7.182,0.019,0,0,0.788
2019-08-03 04:00,2019-08-03 06:00,6.895,0.009,0.001,0.018,0.757
2019-08-03 05:00,2019-08-03 07:00,6.849,0.004,33.769,129.311,0.591
2019-08-03 06:00,2019-08-03 08:00,7.941,0.001,186.291,376.233,0.159
2019-08-03 07:00,2019-08-03 09:00,10.319,0,421.697,582.953,0.014
2019-08-03 08:00,2019-08-03 10:00,13.411,0,567.728,735.172,0.001
2019-08-03 09:00,2019-08-03 11:00,15.673,0,644.231,822.543,0.001
2019-08-03 10:00,2019-08-03 12:00,17.131,0,661.419,839.083,0
2019-08-03 11:00,2019-08-03 13:00,17.906,0,613.586,783.713,0
2019-08-03 12:00,2019-08-03 14:00,18.056,0,502.673,660.252,0
2019-08-03 13:00,2019-08-03 15:00,17.576,0,345.632,476.939,0
2019-08-03 14:00,2019-08-03 16:00,15.904,0,157.863,246.490,0
2019-08-03 15:00,2019-08-03 17:00,10.987,0,11.995,26.774,0
2019-08-03 16:00,2019-08-03 18:00,8.910,0,0,0,0
2019-08-03 17:00,2019-08-03 19:00,7.636,0.001,0,0,0.001
2019-08-03 18:00,2019-08-03 20:00,6.650,0.007,0,0,0.039
2019-08-03 19:00,2019-08-03 21:00,6.387,0.014,0,0,0.216
2019-08-03 20:00,2019-08-03 22:00,6.377,0.016,0,0,0.298
2019-08-03 21:00,2019-08-03 23:00,6.305,0.015,0,0,0.341
2019-08-03 22:00,2019-08-04 00:00,6.147,0.010,0,0,0.286
2019-08-03 23:00,2019-08-04 01:00,5.843,0.005,0,0,0.198
2019-08-04 00:00,2019-08-04 02:00,5.198,0.001,0,0,0.105
2019-08-04 01:00,2019-08-04 03:00,4.874,0,0,0,0.016
2019-08-04 02:00,2019-08-04 04:00,4.586,0,0,0,0
2019-08-04 03:00,2019-08-04 05:00,4.688,0,0,0,0
2019-08-04 04:00,2019-08-04 06:00,4.915,0,0.009,0.046,0
2019-08-04 05:00,2019-08-04 07:00,6.379,0,79.324,132.879,0
2019-08-04 06:00,2019-08-04 08:00,9.741,0,275.075,380.287,0
2019-08-04 07:00,2019-08-04 09:00,14.107,0,456.512,587.362,0
2019-08-04 08:00,2019-08-04 10:00,18.372,0,593.834,739.813,0
2019-08-04 09:00,2019-08-04 11:00,20.067,0,672.188,827.293,0
2019-08-04 10:00,2019-08-04 12:00,20.973,0,685.768,843.857,0
2019-08-04 11:00,2019-08-04 13:00,21.455,0,631.587,788.463,0
2019-08-04 12:00,2019-08-04 14:00,21.432,0,514.559,664.776,0
2019-08-04 13:00,2019-08-04 15:00,20.686,0,349.551,481.189,0
2019-08-04 14:00,2019-08-04 16:00,17.508,0,157.693,250.330,0
2019-08-04 15:00,2019-08-04 17:00,11.496,0,12.237,28.357,0
2019-08-04 16:00,2019-08-04 18:00,9.869,0,0,0,0
2019-08-04 17:00,2019-08-04 19:00,9.696,0,0,0,0.003
2019-08-04 18:00,2019-08-04 20:00,9.512,0,0,0,0.006
2019-08-04 19:00,2019-08-04 21:00,9.352,0,0,0,0.005
2019-08-04 20:00,2019-08-04 22:00,8.790,0,0,0,0.004
2019-08-04 21:00,2019-08-04 23:00,7.622,0,0,0,0.001
2019-08-04 22:00,2019-08-05 00:00,6.608,0,0,0,0
2019-08-04 23:00,2019-08-05 01:00,5.630,0,0,0,0
2019-08-05 00:00,2019-08-05 02:00,4.653,0,0,0,0
2019-08-05 01:00,2019-08-05 03:00,4.034,0,0,0,0
2019-08-05 02:00,2019-08-05 04:00,3.762,0,0,0,0
2019-08-05 03:00,2019-08-05 05:00,3.734,0,0,0,0
2019-08-05 04:00,2019-08-05 06:00,3.818,0,0.019,0.100,0
2019-08-05 05:00,2019-08-05 07:00,5.667,0,76.151,136.496,0
2019-08-05 06:00,2019-08-05 08:00,10.039,0,269.965,384.367,0
2019-08-05 07:00,2019-08-05 09:00,14.042,0,453.581,591.745,0
2019-08-05 08:00,2019-08-05 10:00,17.721,0,593.978,744.446,0
2019-08-05 09:00,2019-08-05 11:00,19.463,0,676.307,832.176,0
2019-08-05 10:00,2019-08-05 12:00,20.418,0,692.159,848.857,0.015
2019-08-05 11:00,2019-08-05 13:00,20.957,0,638.713,793.213,0.440
2019-08-05 12:00,2019-08-05 14:00,20.593,0,412.146,669.294,0.751
2019-08-05 13:00,2019-08-05 15:00,20.030,0,330.695,485.448,0.100
2019-08-05 14:00,2019-08-05 16:00,17.251,0,171.647,254.216,0
2019-08-05 15:00,2019-08-05 17:00,11.059,0,14.548,30.014,0
2019-08-05 16:00,2019-08-05 18:00,9.050,0,0,0,0.062
2019-08-05 17:00,2019-08-05 19:00,8.709,0,0,0,0.429
2019-08-05 18:00,2019-08-05 20:00,8.381,0,0,0,0.042
2019-08-05 19:00,2019-08-05 21:00,7.199,0,0,0,0
2019-08-05 20:00,2019-08-05 22:00,6.277,0,0,0,0
2019-08-05 21:00,2019-08-05 23:00,5.750,0,0,0,0.007
2019-08-05 22:00,2019-08-06 00:00,5.551,0,0,0,0.050
2019-08-05 23:00,2019-08-06 01:00,5.540,0,0,0,0.002
2019-08-06 00:00,2019-08-06 02:00,5.561,0,0,0,0
2019-08-06 01:00,2019-08-06 03:00,5.289,0,0,0,0.012
2019-08-06 02:00,2019-08-06 04:00,4.865,0,0,0,0.125
2019-08-06 03:00,2019-08-06 05:00,4.730,0,0,0,0.482
2019-08-06 04:00,2019-08-06 06:00,4.690,0,0.032,0.180,0.471
2019-08-06 05:00,2019-08-06 07:00,5.816,0,60.660,140.221,0.911
2019-08-06 06:00,2019-08-06 08:00,8.310,0,183.427,388.549,0.935
2019-08-06 07:00,2019-08-06 09:00,11.697,0,347.902,596.245,0.937
2019-08-06 08:00,2019-08-06 10:00,14.618,0,514.194,749.331,0.927
2019-08-06 09:00,2019-08-06 11:00,16.745,0,614.079,837.085,0.922
2019-08-06 10:00,2019-08-06 12:00,18.404,0,637.454,853.857,0.803
2019-08-06 11:00,2019-08-06 13:00,19.632,0,607.059,798.213,0.715
2019-08-06 12:00,2019-08-06 14:00,20.313,0,505.258,674.044,0.464
2019-08-06 13:00,2019-08-06 15:00,20.342,0,361.432,489.835,0.057
2019-08-06 14:00,2019-08-06 16:00,18.165,0,171.390,258.187,0
2019-08-06 15:00,2019-08-06 17:00,15.326,0,15.109,31.747,0
2019-08-06 16:00,2019-08-06 18:00,13.569,0,0,0,0
2019-08-06 17:00,2019-08-06 19:00,10.966,0,0,0,0
2019-08-06 18:00,2019-08-06 20:00,8.326,0,0,0,0
2019-08-06 19:00,2019-08-06 21:00,7.509,0,0,0,0
2019-08-06 20:00,2019-08-06 22:00,7.705,0,0,0,0
2019-08-06 21:00,2019-08-06 23:00,7.833,0,0,0,0
2019-08-06 22:00,2019-08-07 00:00,7.451,0,0,0,0
2019-08-06 23:00,2019-08-07 01:00,7.095,0,0,0,0
2019-08-07 00:00,2019-08-07 02:00,6.699,0,0,0,0
2019-08-07 01:00,2019-08-07 03:00,6.354,0,0,0,0
2019-08-07 02:00,2019-08-07 04:00,6.064,0,0,0,0
2019-08-07 03:00,2019-08-07 05:00,5.963,0,0,0,0
2019-08-07 04:00,2019-08-07 06:00,6.031,0,0.084,0.299,0
2019-08-07 05:00,2019-08-07 07:00,7.216,0,90.441,144.012,0
2019-08-07 06:00,2019-08-07 08:00,10.761,0,289.870,392.754,0
2019-08-07 07:00,2019-08-07 09:00,15.675,0,470.181,600.886,0
2019-08-07 08:00,2019-08-07 10:00,20.734,0,606.005,754.172,0
2019-08-07 09:00,2019-08-07 11:00,23.604,0,683.150,842.176,0
2019-08-07 10:00,2019-08-07 12:00,24.903,0,696.109,858.857,0
2019-08-07 11:00,2019-08-07 13:00,25.478,0,642.371,803.213,0
2019-08-07 12:00,2019-08-07 14:00,25.398,0,524.564,678.794,0
2019-08-07 13:00,2019-08-07 15:00,24.696,0,357.890,494.264,0
2019-08-07 14:00,2019-08-07 16:00,22.608,0,165.085,262.202,0
2019-08-07 15:00,2019-08-07 17:00,18.245,0,14.341,33.556,0
2019-08-07 16:00,2019-08-07 18:00,16.696,0,0,0,0
2019-08-07 17:00,2019-08-07 19:00,15.537,0,0,0,0
2019-08-07 18:00,2019-08-07 20:00,13.176,0,0,0,0
2019-08-07 19:00,2019-08-07 21:00,11.286,0,0,0,0
2019-08-07 20:00,2019-08-07 22:00,9.865,0,0,0,0.001
2019-08-07 21:00,2019-08-07 23:00,9.057,0,0,0,0.005
2019-08-07 22:00,2019-08-08 00:00,8.641,0,0,0,0.008
2019-08-07 23:00,2019-08-08 01:00,8.075,0,0,0,0.031
2019-08-08 00:00,2019-08-08 02:00,7.448,0,0,0,0.062
2019-08-08 01:00,2019-08-08 03:00,6.463,0,0,0,0.032
2019-08-08 02:00,2019-08-08 04:00,5.470,0,0,0,0.019
2019-08-08 03:00,2019-08-08 05:00,4.498,0,0,0,0.038
2019-08-08 04:00,2019-08-08 06:00,3.824,0,0.120,0.459,0.184
2019-08-08 05:00,2019-08-08 07:00,4.297,0.001,72.055,147.887,0.267
2019-08-08 06:00,2019-08-08 08:00,6.186,0,239.082,397.129,0.085
2019-08-08 07:00,2019-08-08 09:00,8.082,0,442.152,605.612,0.029
2019-08-08 08:00,2019-08-08 10:00,9.930,0,598.343,759.081,0.006
2019-08-08 09:00,2019-08-08 11:00,11.644,0,681.781,847.293,0.003
2019-08-08 10:00,2019-08-08 12:00,13.040,0,697.393,863.990,0.002
2019-08-08 11:00,2019-08-08 13:00,13.976,0,646.490,808.213,0.001
2019-08-08 12:00,2019-08-08 14:00,14.391,0,535.398,683.544,0.001
2019-08-08 13:00,2019-08-08 15:00,14.176,0,372.305,498.764,0.001
2019-08-08 14:00,2019-08-08 16:00,13.066,0,177.459,266.321,0.001
2019-08-08 15:00,2019-08-08 17:00,8.646,0,17.172,35.437,0.001
2019-08-08 16:00,2019-08-08 18:00,6.501,0,0,0,0.001
2019-08-08 17:00,2019-08-08 19:00,5.426,0,0,0,0.001
2019-08-08 18:00,2019-08-08 20:00,4.630,0,0,0,0.001
2019-08-08 19:00,2019-08-08 21:00,4.253,0,0,0,0
2019-08-08 20:00,2019-08-08 22:00,4.055,0,0,0,0.018
2019-08-08 21:00,2019-08-08 23:00,3.751,0,0,0,0.086
2019-08-08 22:00,2019-08-09 00:00,3.596,0,0,0,0.125
2019-08-08 23:00,2019-08-09 01:00,3.183,0,0,0,0.114
2019-08-09 00:00,2019-08-09 02:00,2.409,0,0,0,0.081
2019-08-09 01:00,2019-08-09 03:00,1.623,0,0,0,0.020
2019-08-09 02:00,2019-08-09 04:00,0.952,0,0,0,0
2019-08-09 03:00,2019-08-09 05:00,0.593,0,0,0,0
2019-08-09 04:00,2019-08-09 06:00,0.368,0,0.179,0.668,0
2019-08-09 05:00,2019-08-09 07:00,2.383,0,90.857,151.778,0
2019-08-09 06:00,2019-08-09 08:00,6.836,0,288.520,401.458,0
2019-08-09 07:00,2019-08-09 09:00,10.440,0,470.347,610.269,0
2019-08-09 08:00,2019-08-09 10:00,12.844,0,608.827,764.081,0
2019-08-09 09:00,2019-08-09 11:00,14.792,0,689.548,852.335,0
2019-08-09 10:00,2019-08-09 12:00,16.378,0,705.955,869.125,0
2019-08-09 11:00,2019-08-09 13:00,17.440,0,655.786,813.255,0
2019-08-09 12:00,2019-08-09 14:00,17.881,0,542.530,688.544,0
2019-08-09 13:00,2019-08-09 15:00,17.601,0,378.584,503.344,0
2019-08-09 14:00,2019-08-09 16:00,15.841,0,182.082,270.458,0
2019-08-09 15:00,2019-08-09 17:00,10.741,0,18.434,37.398,0
2019-08-09 16:00,2019-08-09 18:00,8.558,0,0,0,0
2019-08-09 17:00,2019-08-09 19:00,7.426,0,0,0,0
2019-08-09 18:00,2019-08-09 20:00,6.290,0,0,0,0
2019-08-09 19:00,2019-08-09 21:00,5.267,0,0,0,0
2019-08-09 20:00,2019-08-09 22:00,4.616,0,0,0,0
2019-08-09 21:00,2019-08-09 23:00,4.185,0,0,0,0
